,0
1335,25286.98243740201
1336,26373.765045553446
1337,24308.933210372925
1338,29664.521570891142
1339,20930.573685646057
1340,24630.71615111828
1341,33500.13814510405
1342,31155.22375614941
1343,29522.070276230574
1344,30408.469030082226
1345,21903.092136263847
1346,25655.425396233797
1347,32939.25800911337
1348,30455.978586912155
1349,29933.927057921886
1350,29942.33908686042
1351,21978.5104367733
1352,25706.94653084874
1353,33343.96281129122
1354,31177.077242925763
1355,30454.24640533328
1356,29858.97181585431
1357,22306.186703562737
1358,25736.44187787175
1359,33127.308096408844
1360,30964.030076369643
1361,30457.72672227025
